task,seq_idx,action_shuffle_ratio,u_r_norm,u_f_norm,u_s_norm,rollout_psnr_gain_db
walker-stand,38,2.115446565736441,0.4127888601495881,0.18134887356524815,0.3003139472423786,2.046119964172231
walker-stand,39,1.6240047178170132,0.41585036669572345,0.18433906358644328,0.3104573758599036,3.1761606785931136
walker-stand,40,2.001549598290133,0.4779450298425485,0.2030636522130864,0.3345568423623092,1.5621202830956378
walker-stand,41,1.2244016850523436,0.5046765832404937,0.22906324757537286,0.3940967454292648,0.6887675143326497
walker-stand,42,1.447762329696529,0.4780512508011439,0.19162534641887383,0.3388621080152566,4.914555373273846
walker-stand,43,1.4098335160617967,0.48602237435711654,0.2117324877151589,0.33314700937270675,0.4045741733143551
walker-stand,44,1.8476539712826245,0.43670211047431173,0.1941189064051007,0.3104507211248337,0.4951734669230916
walker-stand,45,2.043606315649182,0.4482061655263624,0.1991110820508968,0.32157336019239097,0.5465332038161179
walker-stand,46,1.4696123664079395,0.43863778221240823,0.18859498973773062,0.31169591052177453,4.390752630146235
walker-stand,47,1.8034100872017345,0.4255992504418405,0.18036284187436888,0.2812374402115371,3.546836046277278
walker-walk,0,1.973363538303066,0.3778155984608423,0.17036611707480417,0.2537257450355841,4.989757441097236
walker-walk,1,1.7326344158088935,0.3863926590474044,0.17033835845155787,0.2503623256466668,3.5556018469286848
walker-walk,2,2.066855506007055,0.35258746093190724,0.15737003345354736,0.22566694684269836,6.256430678743865
walker-walk,3,1.7025954660210574,0.376191051322668,0.16727287908873256,0.26450947029480837,3.6030499947676837
walker-walk,4,2.522438041450302,0.34984815040258554,0.1512184070883363,0.21929591031414744,5.46943005484415
walker-walk,5,1.3367736862924593,0.3501658513434202,0.15668642784525774,0.2313943156457208,4.513008176321907
walker-walk,6,2.136615690608616,0.3547710164873488,0.16144950321089338,0.22820093169167266,5.5054401038083824
walker-walk,7,1.8068347810171925,0.36250731423076143,0.15667793435382055,0.24019748626769147,5.47030633289965
walker-walk,8,2.7310267877781125,0.36634995414608174,0.16378328106972753,0.24383717791320297,3.9489128285248576
walker-walk,9,1.3002418506898368,0.4121171230909076,0.18391276122972208,0.2946540386866086,0.9012682311193245
walker-walk,10,1.9722483395634007,0.3702622311703164,0.16482110331696692,0.237720742126826,2.002098090234959
walker-walk,11,1.7715948498457927,0.36261576513405974,0.1629901797314566,0.23712427372134792,2.1347914253056715
walker-walk,12,2.1061985306845004,0.36823407631769445,0.1637498942411674,0.2296138251733214,3.2430254329535977
walker-walk,13,1.374300857319863,0.3598881925862055,0.1647526260221701,0.2525265254216811,1.607289432061723
walker-walk,14,1.223902965169733,0.3666097185565216,0.15737786279394333,0.21879266931226693,6.980305597921479
walker-walk,15,2.168564169197565,0.34467858808188595,0.1548192702723893,0.22215412907880938,6.285596301555657
walker-walk,16,0.9399348521828318,0.3494094538451157,0.1564237852585965,0.22944946799779686,4.043198134851426
walker-walk,17,1.8615452596502986,0.4182675732632467,0.18342109725379735,0.2811110709268445,0.2080428800681453
walker-walk,18,1.0,0.3579813436005396,0.16197487232436547,0.23504567094747347,4.769780088097274
walker-walk,19,2.43035487718993,0.3695193249588263,0.1660185306277383,0.23271767968621646,4.013756420300137
walker-walk,20,1.9627382756992646,0.3926934273875867,0.17474626035166782,0.2533044738279471,2.3711215395628926
walker-walk,21,2.5593294674430416,0.35195138090473427,0.15386433368627445,0.2286479029371279,3.6383770000477007
walker-walk,22,2.5542043650876556,0.3460427892711002,0.15632746828005495,0.24663510555607285,3.79787954755135
walker-walk,23,1.8667027160387806,0.3545653457475678,0.160645420866131,0.21535421793629053,4.962575276693002
walker-walk,24,1.1264770502372166,0.3630176955757144,0.16200837986843203,0.24812111114958685,5.62679146026197
walker-walk,25,1.6971224637347124,0.3874561563510123,0.17523020719020893,0.25218582829735636,2.382467002858103
walker-walk,26,1.571607458893733,0.36167627864495083,0.16020238340749773,0.24446027345472413,2.653930444357158
walker-walk,27,1.3014937169987588,0.35953746675414516,0.1609091753912835,0.22275259879896736,5.700874823339209
walker-walk,28,3.109089189557504,0.358428806971047,0.15974792519578418,0.2398853089009267,3.5693671673423992
walker-walk,29,1.193978501296783,0.3715852603908678,0.16143708010676053,0.23539396690712344,5.13492565932502
walker-walk,30,1.974140728382383,0.3545165136264689,0.15457820437153472,0.22424753876320996,6.361414617257076
walker-walk,31,1.7060032669205747,0.3738165668317359,0.16717189533799925,0.23455729205867792,3.552998973739996
walker-walk,32,1.653634055828642,0.38923033987794214,0.16829992698639612,0.26983098617501616,7.3388584606887655
walker-walk,33,1.6244273118267925,0.3920958744297885,0.17368000009147014,0.25351355873355014,2.5008351205413923
walker-walk,34,1.9244306490885281,0.3458632230747489,0.1570033195306071,0.22012656873235248,5.555221394286711
walker-walk,35,1.0,0.3845187949317985,0.17418931583880037,0.25300697826407775,1.6700762450338829
walker-walk,36,2.372976651092555,0.3736505542733508,0.16616530521567763,0.2435422658204707,6.551730549042659
walker-walk,37,2.226152193040753,0.3878901426566101,0.16965143479660524,0.2528441233380899,4.138031026430713
walker-walk,38,1.455703874626588,0.34891179330328254,0.1628031002339437,0.23152205075856275,3.8066991398180186
walker-walk,39,1.9567916041934748,0.36589615790757923,0.1626753434395846,0.22731920305491501,6.321251963827713
walker-walk,40,1.257702605293585,0.4310150995314206,0.16469862980436928,0.2587408402372928,0.3922869763792498
walker-walk,41,1.6537038401106217,0.40599084855104317,0.17792983542709812,0.27727136383008,1.7336173465827613
walker-walk,42,1.299527346369086,0.386617607915149,0.16934112557433761,0.23640566558741513,2.6415830642222
walker-walk,43,1.219705589027383,0.3762480830028983,0.16662006489320838,0.2601618806893715,4.888365144361128
walker-walk,44,2.4803283816846564,0.37524428254733566,0.16828565203355583,0.25227799992773964,3.0041983428462373
walker-walk,45,1.976306791950206,0.3913544313007896,0.16560549823681564,0.27157723832535907,6.367570685471556
walker-walk,46,1.8480784280239764,0.36781124185151465,0.16170445424970972,0.24348453234366477,3.672062773411273
walker-walk,47,3.833115024790535,0.35796520515677765,0.1549610616269848,0.2400585165843242,4.732007480414932
walker-run,0,1.1938496277147677,0.25103039797412646,0.11231106980507743,0.15581289456125416,9.637025846201954
walker-run,1,1.036268513193744,0.25697137915430507,0.11280343213417328,0.15649273032979755,9.165014499990832
walker-run,2,6.0007551272335835,0.25273189136972896,0.11521982053301096,0.1476358589273878,11.766954057811525
walker-run,3,2.7346767470673035,0.2731791923212764,0.12466074644647702,0.17632892339693818,8.047488334498116
walker-run,4,4.381319494798179,0.2664107346845687,0.12041477042588992,0.15547252667259037,7.554880897666429
walker-run,5,3.8280229529515926,0.26758945160934094,0.11824413926178634,0.1657337622532596,9.337872774199521
walker-run,6,5.726840538140863,0.25792967459073024,0.11430427471520692,0.15958378137266482,11.438274410050884
walker-run,7,6.663633260819481,0.26053344965576036,0.11354947758440072,0.16322214820468076,10.07076370039152
walker-run,8,8.35923493261286,0.252342472720887,0.11392216843664155,0.15705719656384842,10.401706004516868
walker-run,9,5.614528173001209,0.2574694216272309,0.11511241507156729,0.17462219592044592,10.738039708539368
walker-run,10,3.292503747751723,0.2548630244071005,0.11229723317730964,0.14406148500711569,10.815482399455107
walker-run,11,4.262725757571925,0.25555718349173684,0.111245703575181,0.1585474598611222,10.37819282809195
walker-run,12,5.2588832616394106,0.2674636192670073,0.11856245263613457,0.15904052349463751,9.939726845496658
walker-run,13,6.706031186775992,0.250149766465295,0.11110974229545303,0.14988941280922938,7.9496652036727795
walker-run,14,3.9673691722397213,0.2668401991775496,0.1188251483487179,0.15818982657608338,8.819819130789558
walker-run,15,1.0,0.2605890509744219,0.11659084501212291,0.16029461045471965,9.13962951650937
walker-run,16,3.1494912119344023,0.25815536855715654,0.11503668278624808,0.16148882332565426,11.159541265455108
walker-run,17,7.8506332243626105,0.25834520081246004,0.10998056965082123,0.15172907873615074,9.379636572714197
walker-run,18,1.8047300745739645,0.26409070407253743,0.11784113589997164,0.15379116267648316,10.435381627396204
walker-run,19,5.3119174378709415,0.2622631751219556,0.1157633800152191,0.1711832683662454,5.480354121692475
walker-run,20,2.4221120690974387,0.31442123796197985,0.14018804783918185,0.20471803551883885,4.436610555005988
walker-run,21,4.465702076214262,0.2567504305137858,0.12032195492743057,0.16143338918729716,8.531678465343354
walker-run,22,4.485073616699629,0.2550686355527013,0.11229387933007308,0.1601878154116479,7.382882361446637
walker-run,23,4.257214105796905,0.25086425367885196,0.1143727497077646,0.1537393279538953,9.024021924873203
walker-run,24,3.207603302363507,0.2650531485846142,0.11732389637073416,0.15585253959000248,8.05472884389755
walker-run,25,5.089116093365437,0.2573043877708175,0.1153607878966956,0.15129142187028308,9.606727978023226
walker-run,26,8.04326488924784,0.26175801649020314,0.11324571495200747,0.16294769042259158,11.292225480864808
walker-run,27,2.7947974395917137,0.3438557568876473,0.15287658734400628,0.23591007435479514,4.105557935386333
walker-run,28,7.414057406700902,0.2577964995541551,0.11343929509753906,0.14555970806407673,8.901436620006681
walker-run,29,1.8889484724186663,0.25549550293558415,0.11180094117672051,0.1567948289584646,11.191561017662657
walker-run,30,4.3696325012646575,0.2609997695574097,0.1176159844187621,0.16046167874884393,10.273629277652613
walker-run,31,6.298329157553638,0.25700478418286377,0.11123148419498008,0.15001897050343074,10.590630971394596
walker-run,32,3.073195691355922,0.2620618291477583,0.11661892484252818,0.16166235740393148,11.410276830843927
walker-run,33,7.085264570789767,0.2507703855838982,0.11038068185505998,0.14773821831810405,11.784560732917065
walker-run,34,8.12790665422181,0.25674073470676806,0.11863844171219716,0.15310209099561825,8.38399383930658
walker-run,35,6.864101561754614,0.2624695827377924,0.12043828748767861,0.16093553394257487,10.790549368190405
walker-run,36,1.0,0.25460708142802085,0.11223878193958393,0.15607404106498346,11.877329401375484
walker-run,37,3.4140421050920513,0.25071609788035026,0.10964445984205125,0.1571823517491313,9.419844646810493
walker-run,38,1.053500992177678,0.24795303501612148,0.11150231179444893,0.15358494586647334,12.754229807883284
walker-run,39,2.212890883287541,0.2587261633901314,0.11729800806854915,0.15360825571589268,8.566189285825374
walker-run,40,2.235153838273167,0.25800096117113197,0.11830106186556875,0.14846221639888654,10.181475074145002
walker-run,41,4.476119541880095,0.2637802036828628,0.118807315909951,0.1591931153881995,8.929068210794501
walker-run,42,8.002647293474844,0.26314514780079795,0.11916247325177749,0.16282308620674718,10.664761239018283
walker-run,43,1.092769967400163,0.2654712132458279,0.1171936163672594,0.16753758820186293,9.658832322483732
walker-run,44,3.1313121054867814,0.2549483685677787,0.11187590366518045,0.1579189684501624,11.353482813641676
walker-run,45,4.538710578623382,0.2557911878388,0.11590981277328914,0.16022717903262296,8.793612721495002
walker-run,46,5.684839311081304,0.2602384715792084,0.11559465507602193,0.15256416354510513,10.76583020490964
walker-run,47,2.049829164132312,0.26228891093008816,0.11810940179616121,0.15819683021213055,10.156302377459788
cheetah-run,0,8.39087980200602,0.2837535502132244,0.12511337810219214,0.16801508772608617,10.122013688328938
cheetah-run,1,2.3408652408953676,0.2867642769766203,0.1204375427039413,0.16589231149858896,10.526558846122182
cheetah-run,2,5.593001854231051,0.3162091274615436,0.1320959271813356,0.1691152630512695,10.7924430910528
cheetah-run,3,8.0362101372235,0.31040360093885416,0.12921859719719694,0.16534158872074997,11.427347792763072
cheetah-run,4,7.561462740423646,0.30975553333700595,0.13245438319990593,0.178912280807289,12.159026827777772
cheetah-run,5,3.1652348228275047,0.2800181411145159,0.12430091151161785,0.15834793448916784,8.81426379075079
cheetah-run,6,3.8263571632675193,0.2960190277432768,0.12812670569020623,0.169406753634757,8.555119843737192
cheetah-run,7,1.2507714678127666,0.3040880734756574,0.13028579917546654,0.17665457780060845,11.98599931277652
cheetah-run,8,3.0567342053169373,0.31214891914549897,0.13487838625366708,0.17452747182589876,6.2522859995720665
cheetah-run,9,6.465365290103124,0.3263869032436847,0.14548197913876335,0.17643524039628222,7.164918649677627
cheetah-run,10,1.8621073885267558,0.3716404633973528,0.16091837620232727,0.2064035434790428,5.7806209788869225
cheetah-run,11,5.653268116794043,0.30821287635814754,0.133762471834533,0.17458519351403967,8.124387614142208
cheetah-run,12,6.281857078509936,0.2921254357786959,0.12198363866037035,0.15571921653977047,10.336974022416179
cheetah-run,13,1.0,0.2840618620391767,0.1241611171708332,0.1643410451799275,6.48621284526585
cheetah-run,14,8.352521276635153,0.2760575289682811,0.11638311042250526,0.15196552666955274,10.782204802946822
cheetah-run,15,9.521893201890933,0.27730398023064723,0.11934986820465636,0.15544346169800594,11.27618753899354
cheetah-run,16,5.315680153519119,0.2856977947318403,0.12093290604871072,0.16262472783031748,7.895284472656591
cheetah-run,17,5.976236762639926,0.283207154726728,0.1249974471448663,0.15980444667852764,10.186407377385336
cheetah-run,18,3.5160644556537233,0.32055374483474114,0.13813525052688394,0.172954711450652,13.294243404824282
cheetah-run,19,3.899858121861525,0.33567538479677445,0.14426953372058826,0.19724541086262765,7.639109378821271
cheetah-run,20,4.887926909237544,0.2750909248040627,0.11736592257096735,0.16488339408112634,9.345106119579128
cheetah-run,21,3.5675891150853682,0.2834606163245825,0.12088356560767421,0.16035888021399977,10.882958940458355
cheetah-run,22,5.630908314047856,0.30538005676341384,0.12647355359681078,0.16934809140877644,11.859906670329988
cheetah-run,23,6.114895789839912,0.31971612934252225,0.13246123890796094,0.17265815698034803,11.1878860270355
cheetah-run,24,3.000724703090343,0.2762206670278669,0.11932292207804279,0.14890993411435477,11.216939456783429
cheetah-run,25,3.7953974751470536,0.293178505716667,0.1283053073006314,0.16073138917055874,11.204816015287332
cheetah-run,26,2.498069117777166,0.35944817069035173,0.14836337066274738,0.194074030270887,10.950711953112183
cheetah-run,27,2.3517971248613403,0.35800545322031135,0.15012180908093975,0.19327677866866555,6.91165768126212
cheetah-run,28,4.563984173646121,0.3142003231254189,0.13232214303902634,0.17174810621661027,9.644444393590831
cheetah-run,29,5.355100369970351,0.27338509209452555,0.1188663117798262,0.145930241711963,7.689004782706636
cheetah-run,30,2.8408403213666684,0.3140082348757479,0.1421661804976625,0.19399781173510144,7.2055386710366065
cheetah-run,31,1.0583713588081,0.2966020767198877,0.1257348817126365,0.16730644027818029,13.75906530937884
cheetah-run,32,6.068363465619129,0.28873436944983555,0.1256341794894235,0.15586625036679347,11.843311024323128
cheetah-run,33,4.778953785086964,0.30579025884426353,0.1295381262124305,0.1669873795977512,8.897375168759712
cheetah-run,34,3.0425656647753043,0.30947671044304415,0.13221119604707823,0.16783917385178201,10.283358510444643
cheetah-run,35,2.648916478989069,0.3284718076154531,0.14303936581006227,0.19322458563884856,5.795843618323097
cheetah-run,36,5.098252139305375,0.29926063344130105,0.1294531023734914,0.16342830360446078,12.788179774934871
cheetah-run,37,1.578384575575712,0.2949270210299678,0.12707075324915004,0.16197249012648224,9.781059435208306
cheetah-run,38,7.989066953230855,0.31103788276101657,0.13005609998616383,0.17706804470623705,11.52168165074335
cheetah-run,39,1.289059850361053,0.28595800199072696,0.12698448114248717,0.16090372308277534,12.454365289515199
cheetah-run,40,2.8229153209540323,0.2854527632096656,0.12756849445873047,0.16377127877746075,7.749851036594283
cheetah-run,41,5.634375566389949,0.28487134284985366,0.12209628435209426,0.15751206401077955,10.890177951292117
cheetah-run,42,6.734750424969714,0.383766079644846,0.1560396253457242,0.2102094724003341,6.976389405936381
cheetah-run,43,6.549246331326682,0.27570165667135965,0.12358816160859018,0.1525865829563532,8.411462883504122
cheetah-run,44,4.451069849061346,0.2782397561738373,0.12655229422604297,0.1606423425272465,9.146904897779471
cheetah-run,45,4.46105894462583,0.28743723377963115,0.12368958098366022,0.15144675326984078,8.400969019599358
cheetah-run,46,4.010503444031806,0.3112516151893507,0.13078020817973224,0.17441836730706622,8.862755669820572
cheetah-run,47,3.5242078733334896,0.28710341344323986,0.12171441949420869,0.153937722246578,11.906067634283712
reacher-easy,0,1.1868205316068956,1.7845792632464756,0.3659048846971304,0.4263988002883423,-0.38426550386765257
reacher-easy,1,1.1762947546935862,1.2200956749263894,0.31214392505531763,0.40182848174473546,-0.5914392022832118
reacher-easy,2,1.2863373963294156,2.635256265857456,0.6184543203813541,0.7311931934348245,0.259680432893326
reacher-easy,3,1.0414378015773098,2.4720750752389447,0.5657124197272817,0.6746794905003566,1.9972559471263764
reacher-easy,4,1.0711118626440546,1.4185299596063379,0.34483423870037844,0.43874909584262867,1.7667347483252556
reacher-easy,5,1.1338840969225554,2.3974788880304634,0.48822808159502196,0.5535616880022549,-6.8155753561975985
reacher-easy,6,1.1708812214085198,2.237518438691578,0.5522296865664538,0.6274657983176481,-2.99905328634906
reacher-easy,7,2.8250445674644955,0.8600361225583936,0.24868277709907874,0.29504274344647,6.952036942535415
reacher-easy,8,2.4136626918760067,2.0502918758678974,0.4525867597432924,0.5343794673034786,0.7418617646342582
reacher-easy,9,1.1115886262157544,1.4518810365595056,0.33715750051014304,0.4062227537234046,-0.8115174901369073
reacher-easy,10,1.49398086016767,1.3907077939795074,0.32551696919478756,0.41853440739290193,-0.28398823916173654
reacher-easy,11,1.533731509489542,2.2267578285019773,0.4799506965337663,0.6136403735149183,-2.0754576121032144
reacher-easy,12,1.3543289163590646,2.668257644801301,0.650810217499506,0.8358757173385043,-0.29125921846734215
reacher-easy,13,1.1319541511952043,1.7491516570413872,0.41272819556052076,0.518409870082157,-2.8352517317397883
reacher-easy,14,1.3971420646447625,1.8312639640946622,0.4788605962387532,0.5773579237765927,-1.9705384762271123
reacher-easy,15,1.191234220054923,2.2735867439282487,0.504598970850826,0.6208899090556663,-0.49685316938394664
reacher-easy,16,1.0,1.941182406148085,0.43303646042536514,0.5330730626624846,-3.853827525375955
reacher-easy,17,1.2942848109879608,1.142895649161751,0.3081226669276851,0.3895959776932556,-0.20294670812243965
reacher-easy,18,1.2227662099861016,3.3827168817078506,0.7575794229220046,0.9033155314834758,-4.0293243478546685
reacher-easy,19,1.0,1.130507642549551,0.28737334570217565,0.3875384426832437,4.580449095795551
reacher-easy,20,1.6216253203075799,1.0891084094282206,0.3192228944733334,0.3999482759030553,3.4540049653481795
reacher-easy,21,1.1169177084882993,2.4778607305108333,0.5135960140770903,0.5980957619398821,-1.243706766307895
reacher-easy,22,1.4834621147866462,1.2882233212867995,0.3039196966475133,0.37281437031377757,4.071318965532775
reacher-easy,23,1.4409828139187992,2.813275818942344,0.6404258246773542,0.7964445589972675,-2.9068992221371204
reacher-easy,24,1.0301227861335973,2.189952644715303,0.48191690775301366,0.6098901200390664,-0.448138570634498
reacher-easy,25,1.1456056808478554,1.8258425298247964,0.46996900876398984,0.5883900781387189,-4.199064871809455
reacher-easy,26,1.9380788565698528,1.3601836395236733,0.3078851851495599,0.386099326389417,5.781084837353696
reacher-easy,27,1.21649122164398,1.5327497254828235,0.2844132586893347,0.33389237844657305,0.21516837936101751
reacher-easy,28,1.1427477342825645,2.164563051755933,0.4632056107696352,0.5692675218338114,-1.8210171758995912
reacher-easy,29,2.356194852026178,2.2935472303707916,0.4674018269559585,0.5728530287586986,-4.7311908573384684
reacher-easy,30,1.100858855163653,1.6106992681125178,0.37327486200770876,0.4356995852353055,-5.476878239445043
reacher-easy,31,1.7652315397784348,1.2992360641871865,0.35055788751853273,0.4329792328255343,-0.4128113714551489
reacher-easy,32,1.2621883273568149,1.3318451899949613,0.36985711841088453,0.48532402836309213,1.041688485274591
reacher-easy,33,1.369914037822884,1.9849607579168194,0.48952370813620616,0.5921253010551334,-0.77641381873039
reacher-easy,34,1.0,1.3835470655144366,0.3491830994360554,0.45662269961750557,-4.064846717777769
reacher-easy,35,1.3352591899590225,1.5045082236793663,0.34222763387961513,0.3968666110992755,-1.074430839955653
reacher-easy,36,1.4111994362665092,1.2069032500880208,0.33206067765894953,0.45658981963006284,0.8630930085571293
reacher-easy,37,1.5859483830380012,0.7898811908931065,0.24098035723415065,0.280802129246923,8.051864521563022
reacher-easy,38,1.3268405280486175,2.363274608681351,0.4993868804075092,0.5581782986223005,-1.2856328339100003
reacher-easy,39,1.087963088551359,1.6538539920266557,0.3909249305081243,0.43723717816244895,-2.2420533396440376
reacher-easy,40,1.7479347645254988,1.4943670215434952,0.37815104511415987,0.4744725066430346,1.3470315187447497
reacher-easy,41,1.2394376775428375,3.7833308782930404,0.8743863903970228,1.0149188838848304,-5.876947131667919
reacher-easy,42,1.1932248201107996,1.6981174063152644,0.41123100931737194,0.5440489408773943,6.283798236705408
reacher-easy,43,1.3089870319804755,2.201841130409099,0.5495990019531085,0.6016840431230909,-0.6361393585300874
reacher-easy,44,2.48587846141376,0.7994095777318849,0.21999326311345702,0.2596895805151995,6.216175839325096
reacher-easy,45,2.6949942238514977,0.7547353439352006,0.22993144250747444,0.26824647674381963,3.702295593437899
reacher-easy,46,1.4415026181870905,0.9020893741649927,0.24140839030407535,0.28264769623662434,6.080523601498371
reacher-easy,47,1.1477227349880363,1.6021726533050684,0.3881193703656201,0.4611824858691188,-0.4925761162479958
reacher-hard,0,1.4270199127184964,1.4281145743037866,0.3736625464175378,0.40341460847038324,1.1353732355551927
reacher-hard,1,1.64002463104085,2.005068655937475,0.4770721468434435,0.6146988842047574,-1.277483169453518
reacher-hard,2,1.3275563036735711,1.8026700698881972,0.40956607034919296,0.5286946794691804,-6.726615016405702
reacher-hard,3,1.3570831682713327,1.3930017817646152,0.39069419673400535,0.4955903003383515,5.200739288826043
reacher-hard,4,1.435797250118869,1.9166573264620543,0.4143730380152884,0.4814726567815853,2.2970884698731595
reacher-hard,5,1.1249253880379526,1.7946506787134684,0.4139673020815602,0.5201539339908303,6.196829586346794
reacher-hard,6,1.3632900474769816,1.4078460907221926,0.3557765770923144,0.4849157199886377,3.6177505031177333
reacher-hard,7,1.0,1.1617351786671737,0.28613902467057856,0.3375950563763971,3.6119405047231083
reacher-hard,8,1.4426864398249557,1.5950832529126422,0.44611677044368625,0.5705751055934007,5.668634379949758
reacher-hard,9,1.267796246588823,1.1329250435121785,0.3068078919823912,0.38595024896749275,0.6158363399589462
reacher-hard,10,1.3168481214990901,1.454810972477552,0.40583192972000354,0.49430547936643626,4.177616434524268
reacher-hard,11,1.5646985472736459,1.3075439061382392,0.31976230075653417,0.40539683559131756,3.282022516940085
reacher-hard,12,1.3258147437538028,1.5190084542561113,0.36033869357531334,0.4371399599128562,3.8056777241584214
reacher-hard,13,3.0367442342160507,1.1376262540903708,0.33067423233481835,0.4047359540250952,8.550904478267874
reacher-hard,14,1.1441223866361676,1.4372215771625305,0.36610565076719287,0.4223087833565918,1.6399774902742976
reacher-hard,15,2.2570556658662064,1.4211319990979452,0.32468574159315094,0.38106225478702715,1.1862490564455612
reacher-hard,16,2.049926348428058,1.1929561756945255,0.31172553479428744,0.35315788820224475,4.321829903865854
reacher-hard,17,1.4988568115366847,1.2571842222590284,0.3016991812088601,0.3538535857690533,4.816010638754456
reacher-hard,18,1.6184682512397164,1.028865878099796,0.24830439619587358,0.2839299184570443,7.3700952510760445
reacher-hard,19,1.3654069308281045,1.1937582811514014,0.29521781259953184,0.33680476699848916,0.5049139741404218
reacher-hard,20,1.2331500590700497,1.600627268635719,0.38604065451821185,0.47387512938359155,0.7319740789382649
reacher-hard,21,1.1230783580530619,2.138446410845687,0.48954274550671983,0.611369208059833,-0.5399651718480101
reacher-hard,22,1.2759937781888284,1.3763245357031688,0.32452581431656313,0.3922468811320393,4.706261145803538
reacher-hard,23,2.137545703180137,1.363937428519821,0.36850079067902314,0.4348028534028348,-1.8395375154988187
reacher-hard,24,1.237215937620246,1.5260191528666154,0.38137228287413816,0.4766241693177953,4.19077499934977
reacher-hard,25,2.045285391780639,1.0929929348123666,0.2871162045699317,0.3534482738870766,1.9614420776021149
reacher-hard,26,1.0423333532257695,1.2737752045993407,0.36955818763383574,0.4444832709502753,1.6351698972892947
